Gridcode,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren
100060193,1689.19 ,20.74 ,-22.36 ,95.06 ,327.69 ,20.13 ,0.98,0.0075,0.0125,0,0
100060194,1698.59 ,20.55 ,-22.74 ,94.30 ,335.20 ,20.75 ,0.8725,0.095,0.0325,0,0
100060195,1707.94 ,20.86 ,-22.63 ,94.06 ,334.81 ,20.00 ,0.4775,0.3725,0.15,0,0
100060196,1711.09 ,21.36 ,-22.25 ,94.13 ,330.06 ,18.75 ,0.4775,0.45,0.0725,0,0
100060197,1702.89 ,21.23 ,-22.15 ,94.00 ,333.00 ,18.69 ,0.4225,0.4575,0.12,0,0
100060198,1695.40 ,21.47 ,-21.71 ,93.85 ,330.20 ,18.25 ,0.38,0.35,0.27,0,0
100060199,1687.82 ,21.55 ,-21.42 ,93.50 ,330.00 ,18.31 ,0.6225,0.135,0.2425,0,0
100060200,1680.38 ,21.19 ,-21.61 ,92.56 ,338.50 ,19.63 ,0.67,0.0875,0.2425,0,0
100060201,1679.71 ,21.68 ,-21.09 ,92.19 ,332.94 ,19.94 ,0.2075,0.055,0.7375,0,0
100060202,1679.22 ,21.84 ,-20.93 ,92.13 ,333.81 ,19.88 ,0.26,0.045,0.695,0,0
100060203,1681.44 ,22.00 ,-20.87 ,91.45 ,336.30 ,20.00 ,0.105,0.0125,0.8825,0,0
100060204,1685.24 ,22.08 ,-20.92 ,90.94 ,339.94 ,20.31 ,0.2625,0,0.7375,0,0
100060205,1689.51 ,22.31 ,-20.83 ,90.06 ,340.19 ,21.88 ,0.0675,0,0.9325,0,0
100060206,1694.04 ,22.44 ,-20.83 ,89.94 ,341.94 ,22.00 ,0.0475,0.005,0.9375,0.01,0
100060207,1699.94 ,22.89 ,-20.60 ,88.88 ,337.81 ,22.81 ,0.041801,0,0.951768,0.003215,0
100070190,1651.26 ,20.38 ,-21.78 ,97.31 ,331.13 ,20.94 ,0.981627,0,0.018373,0,0
100070191,1660.56 ,20.15 ,-22.21 ,96.63 ,336.31 ,21.19 ,0.995,0.0025,0.0025,0,0
100070192,1675.55 ,20.74 ,-22.01 ,96.50 ,328.31 ,19.88 ,1,0,0,0,0
100070193,1682.56 ,20.39 ,-22.52 ,95.56 ,337.06 ,20.69 ,0.9975,0.0025,0,0,0
100070194,1692.84 ,20.57 ,-22.59 ,95.20 ,338.50 ,20.45 ,0.7925,0.1175,0.09,0,0
100070195,1704.51 ,21.18 ,-22.28 ,95.19 ,333.25 ,19.13 ,0.6575,0.25,0.0925,0,0
100070196,1707.05 ,21.47 ,-22.03 ,95.38 ,331.44 ,18.25 ,0.39,0.345,0.2325,0.03,0.0025
100070197,1698.58 ,20.99 ,-22.27 ,94.63 ,341.31 ,19.25 ,0.51,0.2625,0.215,0.01,0.0025
100070198,1689.27 ,20.72 ,-22.30 ,94.10 ,347.55 ,20.15 ,0.5675,0.18,0.2325,0.0175,0
100070199,1683.38 ,20.84 ,-22.03 ,93.81 ,347.63 ,20.38 ,0.85,0.0925,0.055,0.0025,0
100070200,1679.81 ,20.99 ,-21.80 ,93.38 ,347.56 ,20.75 ,0.7525,0.1175,0.13,0,0
100070201,1678.93 ,21.58 ,-21.19 ,93.13 ,339.94 ,20.19 ,0.2775,0.1225,0.6,0,0
100070202,1676.97 ,21.59 ,-21.18 ,93.13 ,342.50 ,20.00 ,0.135,0.1125,0.7525,0,0
100070203,1678.67 ,21.61 ,-21.19 ,92.40 ,346.25 ,20.00 ,0.225,0.1025,0.6725,0,0
100070204,1680.11 ,21.42 ,-21.46 ,91.88 ,354.38 ,20.81 ,0.5275,0.1775,0.295,0,0
100070205,1686.56 ,22.11 ,-20.97 ,90.81 ,345.44 ,21.88 ,0.0875,0.0075,0.905,0,0
100070206,1691.13 ,22.37 ,-20.86 ,90.25 ,344.00 ,22.00 ,0.025,0,0.9725,0.0025,0
100070207,1695.54 ,22.49 ,-20.90 ,89.50 ,344.55 ,23.00 ,0,0,1,0,0
100070208,1701.72 ,22.99 ,-20.59 ,88.42 ,338.67 ,24.50 ,0.003086,0,0.993827,0,0
100080189,1641.42 ,20.54 ,-21.38 ,98.05 ,329.10 ,20.48 ,0.984894,0.015106,0,0,0
100080190,1648.80 ,20.18 ,-21.94 ,97.80 ,338.05 ,21.50 ,1,0,0,0,0
100080191,1655.97 ,19.93 ,-22.36 ,97.25 ,343.85 ,21.75 ,0.9875,0.005,0.0075,0,0
100080192,1669.26 ,20.49 ,-22.12 ,97.45 ,336.70 ,20.55 ,0.97,0.0275,0,0,0
100080193,1673.34 ,19.84 ,-22.85 ,96.35 ,350.70 ,21.75 ,0.9925,0.0075,0,0,0
100080194,1687.94 ,20.64 ,-22.39 ,96.32 ,341.48 ,20.12 ,0.96,0.015,0.025,0,0
100080195,1695.17 ,20.92 ,-22.29 ,96.15 ,340.80 ,19.45 ,0.9575,0.015,0.0275,0,0
100080196,1694.39 ,20.78 ,-22.40 ,96.10 ,346.05 ,19.60 ,0.925,0.0625,0.0125,0,0
100080197,1691.51 ,20.71 ,-22.38 ,95.90 ,350.05 ,19.95 ,0.8625,0.09,0.0475,0,0
100080198,1686.29 ,20.70 ,-22.26 ,95.20 ,352.96 ,20.36 ,0.825,0.11,0.0625,0,0.0025
100080199,1677.58 ,20.00 ,-22.73 ,94.60 ,368.85 ,21.10 ,0.9625,0.03,0.0075,0,0
100080200,1676.76 ,20.62 ,-22.09 ,94.40 ,360.00 ,21.00 ,0.9475,0.0325,0.02,0,0
100080201,1676.75 ,21.32 ,-21.40 ,94.20 ,349.55 ,20.70 ,0.675,0.0475,0.2275,0.05,0
100080202,1672.71 ,20.72 ,-21.92 ,94.15 ,363.80 ,20.05 ,0.8775,0.0625,0.0425,0.0175,0
100080203,1675.55 ,21.23 ,-21.53 ,93.64 ,358.12 ,20.00 ,0.54,0.0675,0.3825,0.01,0
100080204,1677.07 ,21.31 ,-21.50 ,92.95 ,359.50 ,20.40 ,0.5275,0.07,0.3975,0.005,0
100080205,1682.89 ,21.99 ,-21.00 ,92.20 ,349.95 ,20.80 ,0.1025,0,0.8975,0,0
100080206,1687.40 ,22.19 ,-20.95 ,91.30 ,348.75 ,22.00 ,0.065,0.0025,0.8975,0.035,0
100080207,1691.60 ,22.43 ,-20.86 ,90.68 ,346.28 ,22.12 ,0.0175,0,0.9625,0.02,0
100080208,1696.81 ,22.78 ,-20.69 ,90.05 ,342.85 ,22.15 ,0.015,0.0025,0.9675,0.015,0
100080209,1701.28 ,23.08 ,-20.55 ,90.13 ,340.94 ,22.06 ,0.00295,0.00885,0.988201,0,0
100090188,1634.93 ,20.79 ,-21.04 ,99.00 ,324.00 ,20.36 ,0.927536,0.047101,0.025362,0,0
100090189,1634.52 ,19.85 ,-21.92 ,98.25 ,342.70 ,21.70 ,1,0,0,0,0
100090190,1646.19 ,20.16 ,-21.91 ,98.31 ,340.81 ,21.25 ,1,0,0,0,0
100090191,1652.69 ,19.96 ,-22.25 ,98.19 ,346.19 ,21.50 ,0.99,0.01,0,0,0
100090192,1652.43 ,18.80 ,-23.38 ,97.44 ,368.63 ,22.25 ,0.7475,0.205,0.0425,0,0
100090193,1666.31 ,19.60 ,-22.91 ,97.06 ,357.69 ,21.81 ,0.9225,0.015,0.0625,0,0
100090194,1679.64 ,20.41 ,-22.41 ,97.30 ,348.05 ,20.60 ,0.885,0.03,0.085,0,0
100090195,1682.94 ,20.24 ,-22.65 ,96.94 ,355.25 ,20.88 ,0.985,0.0075,0.0075,0,0
100090196,1682.16 ,20.05 ,-22.83 ,96.44 ,362.06 ,21.44 ,0.9475,0.03,0.0225,0,0
100090197,1682.35 ,20.23 ,-22.62 ,96.44 ,362.00 ,20.75 ,0.925,0.0575,0.0175,0,0
100090198,1676.98 ,20.09 ,-22.62 ,96.00 ,368.05 ,21.20 ,0.975,0.0225,0.0025,0,0
100090199,1673.26 ,20.12 ,-22.49 ,95.88 ,371.00 ,21.06 ,0.865,0.115,0.02,0,0
100090200,1669.64 ,20.01 ,-22.52 ,95.44 ,376.50 ,21.13 ,0.9575,0.0275,0.015,0,0
100090201,1669.00 ,20.23 ,-22.31 ,95.19 ,374.88 ,21.00 ,0.96,0.035,0.005,0,0
100090202,1669.24 ,20.49 ,-22.08 ,95.06 ,373.25 ,20.25 ,0.9025,0.085,0.0125,0,0
100090203,1671.54 ,21.11 ,-21.55 ,94.55 ,364.60 ,20.00 ,0.5675,0.0325,0.4,0,0
100090204,1674.58 ,21.71 ,-21.07 ,94.06 ,356.25 ,20.00 ,0.2425,0.01,0.6325,0.115,0
100090205,1679.66 ,22.18 ,-20.76 ,93.31 ,349.63 ,20.06 ,0.075,0.005,0.915,0.005,0
100090206,1684.19 ,22.39 ,-20.69 ,92.31 ,347.50 ,21.13 ,0.0275,0,0.9475,0.025,0
100090207,1688.60 ,22.67 ,-20.59 ,91.65 ,344.20 ,22.00 ,0.04,0.01,0.8975,0.0525,0
100090208,1693.25 ,22.93 ,-20.46 ,91.00 ,340.88 ,22.00 ,0,0.015,0.985,0,0
100090209,1697.07 ,22.86 ,-20.66 ,91.00 ,344.25 ,22.00 ,0.0075,0,0.9925,0,0
100100190,1647.95 ,20.68 ,-21.42 ,99.50 ,333.17 ,20.17 ,1,0,0,0,0
100100191,1643.75 ,19.11 ,-22.86 ,98.38 ,362.94 ,21.81 ,0.95,0.04,0.005,0,0
100100192,1650.12 ,18.94 ,-23.19 ,98.00 ,368.81 ,22.00 ,0.9525,0.0275,0.0075,0,0
100100193,1661.11 ,19.61 ,-22.78 ,97.88 ,360.25 ,22.00 ,0.9125,0.01,0.0775,0,0
100100194,1669.02 ,19.81 ,-22.76 ,97.85 ,360.85 ,21.55 ,0.895,0.0075,0.0975,0,0
100100195,1672.05 ,19.58 ,-23.04 ,97.50 ,369.63 ,22.00 ,0.9375,0.0375,0.0225,0,0.0025
100100196,1675.21 ,19.90 ,-22.81 ,97.19 ,368.00 ,21.56 ,0.93,0.035,0.0325,0,0.0025
100100197,1673.06 ,19.66 ,-22.98 ,97.06 ,375.88 ,21.63 ,0.99,0.0075,0.0025,0,0
100100198,1670.20 ,19.64 ,-22.91 ,96.90 ,380.80 ,21.45 ,0.955,0.0325,0.0125,0,0
100100199,1663.19 ,19.02 ,-23.38 ,96.63 ,396.56 ,21.81 ,0.9275,0.0725,0,0,0
100100200,1665.46 ,19.86 ,-22.62 ,96.38 ,384.25 ,21.13 ,0.915,0.0675,0.0175,0,0
100100201,1666.38 ,20.39 ,-22.11 ,96.19 ,377.88 ,21.00 ,0.9925,0.0025,0.005,0,0
100100202,1668.37 ,20.98 ,-21.58 ,96.06 ,369.06 ,20.63 ,0.77,0.0225,0.2075,0,0
100100203,1668.98 ,21.27 ,-21.33 ,95.65 ,366.40 ,20.00 ,0.8275,0.0375,0.135,0,0
100100204,1672.46 ,21.77 ,-20.96 ,95.06 ,359.13 ,20.00 ,0.3825,0.02,0.5475,0.05,0
100100205,1672.26 ,21.24 ,-21.49 ,94.19 ,370.19 ,20.50 ,0.6875,0.085,0.2275,0,0
100100206,1678.41 ,21.99 ,-20.96 ,93.50 ,357.75 ,20.38 ,0.235,0.0125,0.7525,0,0
100100207,1682.92 ,22.33 ,-20.79 ,92.65 ,352.90 ,21.60 ,0.055,0.0075,0.9375,0,0
100100208,1688.13 ,22.77 ,-20.51 ,92.00 ,344.94 ,21.81 ,0.025,0,0.955,0.02,0
100100209,1693.33 ,23.03 ,-20.42 ,92.06 ,341.00 ,21.75 ,0.0025,0.005,0.99,0.0025,0
100100210,1696.74 ,23.21 ,-20.35 ,92.00 ,340.19 ,20.88 ,0,0.002646,0.997354,0,0
100110190,1641.50 ,20.05 ,-21.91 ,99.64 ,347.00 ,20.82 ,0.986667,0.004444,0.008889,0,0
100110191,1642.08 ,19.31 ,-22.66 ,99.31 ,362.00 ,21.75 ,0.98,0.005,0.015,0,0
100110192,1650.97 ,19.60 ,-22.56 ,99.00 ,359.94 ,21.88 ,0.9975,0,0.0025,0,0
100110193,1654.79 ,19.36 ,-22.87 ,98.63 ,367.13 ,21.94 ,0.9925,0.005,0.0025,0,0
100110194,1659.31 ,19.23 ,-23.12 ,98.65 ,374.00 ,21.95 ,0.97,0.025,0.005,0,0
100110195,1667.28 ,19.73 ,-22.79 ,98.56 ,369.75 ,21.56 ,0.95,0.0325,0.0175,0,0
100110196,1666.15 ,19.44 ,-23.02 ,98.25 ,378.69 ,21.75 ,0.985,0.015,0,0,0
100110197,1661.76 ,18.87 ,-23.50 ,97.81 ,393.81 ,21.94 ,0.9275,0.0675,0.005,0,0
100110198,1663.31 ,19.37 ,-23.04 ,97.75 ,389.70 ,21.60 ,0.89,0.0875,0.0225,0,0
100110199,1663.11 ,19.78 ,-22.62 ,97.63 ,387.06 ,21.31 ,0.92,0.0675,0.0125,0,0
100110200,1664.34 ,20.35 ,-22.11 ,97.50 ,380.56 ,20.94 ,0.88,0.065,0.025,0.03,0
100110201,1665.27 ,20.86 ,-21.62 ,97.31 ,373.81 ,20.69 ,0.9025,0.0425,0.0275,0.0275,0
100110202,1662.82 ,20.54 ,-21.88 ,97.06 ,382.50 ,20.94 ,0.935,0.03,0.035,0,0
100110203,1662.44 ,20.61 ,-21.86 ,96.75 ,383.85 ,20.00 ,0.965,0.0125,0.0225,0,0
100110204,1667.82 ,21.44 ,-21.16 ,96.19 ,370.00 ,20.00 ,0.4275,0.025,0.475,0.0725,0
100110205,1667.49 ,21.17 ,-21.50 ,95.50 ,376.31 ,20.06 ,0.81,0.0275,0.1625,0,0
100110206,1672.10 ,21.77 ,-21.06 ,94.75 ,365.06 ,20.13 ,0.37,0.005,0.625,0,0
100110207,1678.09 ,22.34 ,-20.66 ,94.05 ,355.50 ,20.10 ,0.065,0.0025,0.9325,0,0
100110208,1683.28 ,22.72 ,-20.47 ,93.50 ,348.38 ,20.19 ,0.085,0.0025,0.91,0.0025,0
100110209,1687.99 ,22.98 ,-20.35 ,93.44 ,343.38 ,19.81 ,0.0425,0,0.9575,0,0
100110210,1692.95 ,23.26 ,-20.23 ,93.00 ,339.31 ,19.44 ,0.01,0,0.99,0,0
100120191,1645.82 ,20.41 ,-21.65 ,100.25 ,345.50 ,20.45 ,0.915,0,0.085,0,0
100120192,1646.42 ,19.64 ,-22.40 ,99.70 ,361.40 ,21.70 ,0.99,0.005,0.005,0,0
100120193,1647.59 ,19.05 ,-23.01 ,99.50 ,375.55 ,22.00 ,0.97,0.0225,0.0075,0,0
100120194,1657.40 ,19.84 ,-22.45 ,99.32 ,365.68 ,21.64 ,0.9925,0.0075,0,0,0
100120195,1660.88 ,19.92 ,-22.48 ,99.40 ,369.10 ,21.35 ,0.95,0.0025,0.035,0.0125,0
100120196,1655.92 ,19.13 ,-23.13 ,99.20 ,387.95 ,21.85 ,0.9525,0.0275,0.02,0,0
100120197,1653.48 ,18.66 ,-23.52 ,99.00 ,402.05 ,22.00 ,0.9125,0.07,0.0175,0,0
100120198,1654.11 ,18.94 ,-23.25 ,98.88 ,402.20 ,21.84 ,0.8525,0.1375,0.0075,0,0
100120199,1656.66 ,19.69 ,-22.57 ,98.85 ,393.25 ,21.20 ,0.97,0.0225,0.005,0,0
100120200,1659.49 ,20.39 ,-21.93 ,98.95 ,384.80 ,20.55 ,0.875,0.0875,0.0175,0.02,0
100120201,1656.19 ,19.99 ,-22.27 ,98.60 ,396.30 ,21.05 ,0.92,0.05,0.03,0,0
100120202,1654.10 ,19.71 ,-22.53 ,98.10 ,404.60 ,21.20 ,0.8625,0.0975,0.04,0,0
100120203,1655.28 ,20.15 ,-22.13 ,98.04 ,398.12 ,20.32 ,0.975,0.015,0.01,0,0
100120204,1661.32 ,21.17 ,-21.31 ,97.30 ,380.35 ,20.05 ,0.5,0.04,0.4125,0.0475,0
100120205,1658.94 ,20.39 ,-22.05 ,96.65 ,396.15 ,20.75 ,0.9675,0.0125,0.02,0,0
100120206,1664.95 ,21.46 ,-21.18 ,96.00 ,375.85 ,20.10 ,0.3575,0,0.6425,0,0
100120207,1670.34 ,21.92 ,-20.88 ,95.36 ,367.48 ,20.12 ,0.185,0.0025,0.8125,0,0
100120208,1675.39 ,22.36 ,-20.64 ,94.80 ,358.80 ,19.90 ,0.125,0.0075,0.8425,0.025,0
100120209,1680.75 ,22.89 ,-20.28 ,94.60 ,348.45 ,19.10 ,0.0525,0.0025,0.94,0.005,0
100120210,1685.68 ,23.11 ,-20.21 ,94.25 ,343.50 ,19.00 ,0.025,0,0.9725,0.0025,0
100120211,1688.98 ,23.49 ,-19.94 ,93.85 ,338.10 ,19.00 ,0.05,0,0.935,0.015,0
100130191,1640.34 ,20.24 ,-21.68 ,100.94 ,350.81 ,20.69 ,1,0,0,0,0
100130192,1642.54 ,19.71 ,-22.25 ,100.50 ,362.56 ,21.56 ,0.935,0.03,0.035,0,0
100130193,1647.95 ,19.93 ,-22.16 ,100.50 ,361.88 ,21.19 ,0.985,0.0075,0.0075,0,0
100130194,1645.66 ,19.06 ,-22.94 ,100.15 ,381.55 ,21.90 ,0.9325,0.0525,0.01,0,0
100130195,1648.40 ,19.25 ,-22.83 ,100.19 ,383.38 ,21.69 ,0.93,0.0525,0.0175,0,0
100130196,1646.98 ,18.89 ,-23.14 ,100.00 ,395.06 ,21.94 ,0.8825,0.05,0.0625,0,0
100130197,1644.87 ,18.48 ,-23.48 ,99.75 ,408.31 ,22.00 ,0.8375,0.1275,0.0275,0,0
100130198,1644.45 ,18.56 ,-23.41 ,99.80 ,413.95 ,21.95 ,0.87,0.07,0.045,0,0
100130199,1646.69 ,18.99 ,-23.04 ,99.88 ,411.81 ,21.75 ,0.9475,0.04,0.0125,0,0
100130200,1649.88 ,19.73 ,-22.39 ,99.94 ,403.13 ,21.19 ,0.865,0.0825,0.0425,0.01,0
100130201,1647.46 ,19.54 ,-22.53 ,99.50 ,410.38 ,21.25 ,0.8225,0.1175,0.03,0.03,0
100130202,1646.14 ,19.48 ,-22.59 ,99.25 ,415.38 ,21.44 ,0.8025,0.165,0.0325,0,0
100130203,1651.34 ,20.46 ,-21.75 ,99.00 ,398.00 ,20.40 ,0.6925,0.0875,0.1575,0.0625,0
100130204,1654.82 ,21.09 ,-21.26 ,98.44 ,387.63 ,20.00 ,0.51,0.0175,0.425,0.0475,0
100130205,1653.73 ,20.63 ,-21.72 ,98.06 ,397.31 ,20.06 ,0.865,0.0825,0.0525,0,0
100130206,1655.61 ,20.85 ,-21.58 ,97.19 ,392.88 ,20.25 ,0.2775,0.1625,0.56,0,0
100130207,1661.78 ,21.67 ,-20.95 ,96.25 ,376.60 ,20.00 ,0.1225,0.0125,0.865,0,0
100130208,1667.53 ,22.30 ,-20.50 ,95.88 ,364.19 ,19.63 ,0.0525,0.0025,0.94,0.005,0
100130209,1669.43 ,22.39 ,-20.49 ,95.50 ,361.94 ,19.25 ,0.075,0,0.9175,0.0075,0
100130210,1673.96 ,22.88 ,-20.16 ,95.00 ,352.63 ,19.00 ,0.0175,0,0.98,0.0025,0
100130211,1675.73 ,23.16 ,-19.96 ,94.63 ,349.88 ,19.00 ,0.01,0.0025,0.9875,0,0
100130212,1670.58 ,23.58 ,-19.43 ,93.88 ,350.75 ,19.75 ,0.036789,0.003344,0.959866,0,0
100140190,1631.16 ,20.08 ,-21.69 ,101.27 ,354.40 ,21.00 ,0.904762,0.002801,0.092437,0,0
100140191,1636.14 ,20.18 ,-21.69 ,101.31 ,355.00 ,20.81 ,0.9975,0.0025,0,0,0
100140192,1639.85 ,19.96 ,-21.96 ,101.00 ,360.38 ,21.25 ,0.9575,0.0275,0.015,0,0
100140193,1637.62 ,19.09 ,-22.76 ,100.94 ,378.81 ,21.88 ,0.95,0.04,0.0075,0,0
100140194,1640.71 ,19.07 ,-22.84 ,100.95 ,383.65 ,21.85 ,0.9425,0.05,0.0075,0,0
100140195,1640.96 ,18.94 ,-22.94 ,100.81 ,391.31 ,21.81 ,0.94,0.025,0.0325,0.0025,0
100140196,1639.56 ,18.62 ,-23.22 ,100.63 ,402.56 ,21.94 ,0.9525,0.0375,0.0025,0,0
100140197,1637.26 ,18.24 ,-23.55 ,100.38 ,416.19 ,22.00 ,0.92,0.0575,0.0175,0,0
100140198,1638.48 ,18.57 ,-23.27 ,100.75 ,417.45 ,21.95 ,0.945,0.055,0,0,0
100140199,1641.11 ,19.23 ,-22.66 ,100.88 ,411.50 ,21.50 ,0.9975,0.0025,0,0,0
100140200,1642.18 ,19.59 ,-22.34 ,100.69 ,409.69 ,21.19 ,0.9175,0.0675,0.01,0.005,0
100140201,1639.29 ,19.19 ,-22.66 ,100.50 ,422.50 ,21.63 ,0.8475,0.1125,0.025,0,0
100140202,1642.63 ,19.81 ,-22.16 ,100.31 ,414.06 ,21.06 ,0.8425,0.11,0.0475,0,0
100140203,1645.81 ,20.43 ,-21.70 ,99.95 ,405.00 ,20.60 ,0.785,0.0675,0.0775,0.07,0
100140204,1645.91 ,20.46 ,-21.69 ,99.56 ,405.50 ,20.00 ,0.95,0.03,0.02,0,0
100140205,1647.63 ,20.75 ,-21.46 ,98.94 ,400.00 ,20.00 ,0.4775,0.175,0.3475,0,0
100140206,1651.77 ,21.25 ,-21.09 ,98.13 ,390.31 ,20.00 ,0.0825,0.1,0.815,0,0.0025
100140207,1656.21 ,21.94 ,-20.54 ,97.20 ,376.55 ,20.00 ,0.04,0.015,0.945,0,0
100140208,1659.38 ,22.29 ,-20.33 ,96.75 ,369.44 ,19.25 ,0.0275,0.0025,0.97,0,0
100140209,1661.39 ,22.36 ,-20.33 ,96.19 ,368.00 ,19.06 ,0.0025,0,0.9975,0,0
100140210,1662.91 ,22.76 ,-20.00 ,95.63 ,360.88 ,19.00 ,0,0,1,0,0
100140211,1662.39 ,23.04 ,-19.71 ,95.38 ,357.44 ,19.00 ,0.0025,0,0.9975,0,0
100140212,1659.35 ,23.65 ,-19.06 ,94.83 ,353.78 ,19.22 ,0,0,0.997275,0,0
100150189,1626.42 ,20.17 ,-21.52 ,102.24 ,355.24 ,20.65 ,0.883721,0.049419,0.06686,0,0
100150190,1623.96 ,19.31 ,-22.26 ,101.75 ,370.38 ,21.88 ,0.9425,0.04,0.0175,0,0
100150191,1632.41 ,20.13 ,-21.64 ,101.81 ,357.38 ,20.69 ,0.9225,0.0275,0.05,0,0
100150192,1634.73 ,19.88 ,-21.93 ,101.69 ,363.75 ,21.13 ,0.8675,0.0675,0.065,0,0
100150193,1630.16 ,18.72 ,-22.94 ,101.44 ,386.69 ,22.19 ,0.9575,0.0375,0,0,0
100150194,1636.69 ,19.31 ,-22.52 ,101.75 ,380.85 ,21.60 ,0.895,0.0775,0.0275,0,0
100150195,1636.13 ,18.96 ,-22.83 ,101.69 ,393.19 ,21.69 ,0.9925,0.0075,0,0,0
100150196,1633.19 ,18.52 ,-23.18 ,101.56 ,407.06 ,22.06 ,0.9125,0.075,0.0125,0,0
100150197,1631.12 ,18.33 ,-23.31 ,101.44 ,417.69 ,22.06 ,0.945,0.045,0.0075,0,0
100150198,1632.09 ,18.75 ,-22.92 ,101.65 ,417.10 ,21.95 ,0.935,0.055,0.01,0,0
100150199,1631.49 ,18.94 ,-22.74 ,101.75 ,421.25 ,21.69 ,0.9825,0.015,0.0025,0,0
100150200,1632.64 ,19.34 ,-22.36 ,101.63 ,419.06 ,21.31 ,0.8775,0.07,0.0525,0,0
100150201,1631.68 ,19.09 ,-22.60 ,101.50 ,428.81 ,21.50 ,0.955,0.0375,0.0075,0,0
100150202,1635.58 ,19.81 ,-22.00 ,101.00 ,418.81 ,21.06 ,0.9825,0.0125,0.005,0,0
100150203,1638.60 ,20.28 ,-21.67 ,100.95 ,413.35 ,20.60 ,0.7625,0.05,0.185,0.0025,0
100150204,1639.13 ,20.31 ,-21.68 ,100.50 ,414.25 ,20.00 ,0.93,0.015,0.055,0,0
100150205,1643.23 ,21.06 ,-21.07 ,99.75 ,399.56 ,20.00 ,0.2275,0.0875,0.685,0,0
100150206,1646.38 ,21.68 ,-20.56 ,99.25 ,387.69 ,20.00 ,0.0325,0.015,0.9525,0,0
100150207,1650.67 ,22.18 ,-20.18 ,98.75 ,377.65 ,19.50 ,0.0225,0.0025,0.975,0,0
100150208,1652.36 ,22.38 ,-20.06 ,98.00 ,373.56 ,19.06 ,0.0175,0.005,0.9775,0,0
100150209,1652.79 ,22.60 ,-19.89 ,97.25 ,368.88 ,19.00 ,0.015,0,0.98,0.005,0
100150210,1652.13 ,22.61 ,-19.88 ,96.75 ,369.31 ,19.00 ,0,0.015,0.985,0,0
100150211,1650.34 ,22.94 ,-19.54 ,96.06 ,366.19 ,19.00 ,0,0.0025,0.9975,0,0
100150212,1646.86 ,23.51 ,-18.90 ,95.60 ,362.30 ,19.05 ,0,0,0.9925,0,0
100150213,1641.76 ,24.11 ,-18.19 ,94.86 ,359.00 ,19.43 ,0,0,1,0,0
100160189,1624.89 ,20.32 ,-21.35 ,102.75 ,355.95 ,20.20 ,0.4025,0.1025,0.495,0,0
100160190,1621.67 ,19.53 ,-22.01 ,102.13 ,369.25 ,21.50 ,0.81,0.0575,0.1325,0,0
100160191,1622.93 ,19.33 ,-22.21 ,102.00 ,373.63 ,21.63 ,0.95,0.04,0.0075,0.0025,0
100160192,1627.98 ,19.61 ,-22.03 ,102.06 ,370.06 ,21.25 ,0.9575,0.035,0.005,0.0025,0
100160193,1624.78 ,18.79 ,-22.75 ,102.00 ,386.75 ,21.88 ,0.9025,0.075,0.02,0.0025,0
