Gridcode,bio4,bio10,bio11,bio15,bio16,bio17,forest,grassland,farmland,urban,barren
100070191,1591.69 ,17.33 ,-23.43 ,96.31 ,327.25 ,22.38 ,0.995,0.0025,0.0025,0,0
100070192,1604.23 ,17.91 ,-23.17 ,95.94 ,320.31 ,21.63 ,1,0,0,0,0
100070193,1610.46 ,17.56 ,-23.66 ,95.38 ,329.50 ,22.25 ,0.9975,0.0025,0,0,0
100070194,1620.37 ,17.71 ,-23.74 ,95.00 ,331.35 ,22.05 ,0.7925,0.1175,0.09,0,0
100070195,1630.89 ,18.29 ,-23.41 ,94.88 ,326.69 ,20.88 ,0.6575,0.25,0.0925,0,0
100070196,1631.95 ,18.56 ,-23.14 ,94.81 ,325.63 ,20.00 ,0.39,0.345,0.2325,0.03,0.0025
100070197,1623.16 ,18.06 ,-23.40 ,94.44 ,335.75 ,20.56 ,0.51,0.2625,0.215,0.01,0.0025
100070198,1614.90 ,17.81 ,-23.44 ,94.25 ,342.65 ,21.40 ,0.5675,0.18,0.2325,0.0175,0
100070199,1608.66 ,17.92 ,-23.18 ,93.88 ,343.13 ,21.94 ,0.85,0.0925,0.055,0.0025,0
100070200,1603.67 ,18.03 ,-22.94 ,93.75 ,343.69 ,22.13 ,0.7525,0.1175,0.13,0,0
100070201,1602.93 ,18.63 ,-22.31 ,93.38 ,336.19 ,21.88 ,0.2775,0.1225,0.6,0,0
100070202,1600.92 ,18.59 ,-22.29 ,93.19 ,339.31 ,22.06 ,0.135,0.1125,0.7525,0,0
100070203,1602.13 ,18.63 ,-22.33 ,93.00 ,343.30 ,22.30 ,0.225,0.1025,0.6725,0,0
100070204,1603.40 ,18.40 ,-22.63 ,92.31 ,352.00 ,23.31 ,0.5275,0.1775,0.295,0,0
100070205,1609.71 ,19.04 ,-22.13 ,91.38 ,343.63 ,23.88 ,0.0875,0.0075,0.905,0,0
100070206,1613.96 ,19.28 ,-22.04 ,90.94 ,342.19 ,24.75 ,0.025,0,0.9725,0.0025,0
100070207,1619.00 ,19.39 ,-22.09 ,89.75 ,343.20 ,26.40 ,0,0,1,0,0
100070208,1624.23 ,19.84 ,-21.76 ,88.50 ,337.92 ,27.42 ,0.003086,0,0.993827,0,0
100080189,1576.27 ,17.73 ,-22.68 ,98.52 ,318.43 ,20.81 ,0.984894,0.015106,0,0,0
100080190,1581.44 ,17.34 ,-23.18 ,98.00 ,327.95 ,21.90 ,1,0,0,0,0
100080191,1587.12 ,17.08 ,-23.56 ,96.95 ,334.55 ,22.85 ,0.9875,0.005,0.0075,0,0
100080192,1598.81 ,17.63 ,-23.30 ,96.75 ,328.20 ,22.05 ,0.97,0.0275,0,0,0
100080193,1601.65 ,16.97 ,-23.99 ,96.15 ,342.55 ,22.85 ,0.9925,0.0075,0,0,0
100080194,1615.18 ,17.79 ,-23.53 ,95.88 ,333.68 ,21.84 ,0.96,0.015,0.025,0,0
100080195,1621.46 ,18.07 ,-23.41 ,95.50 ,333.40 ,21.65 ,0.9575,0.015,0.0275,0,0
100080196,1620.29 ,17.92 ,-23.51 ,95.20 ,339.05 ,21.55 ,0.925,0.0625,0.0125,0,0
100080197,1616.48 ,17.84 ,-23.48 ,95.05 ,343.20 ,21.70 ,0.8625,0.09,0.0475,0,0
100080198,1611.06 ,17.78 ,-23.37 ,94.80 ,346.48 ,22.28 ,0.825,0.11,0.0625,0,0.0025
100080199,1602.45 ,17.07 ,-23.89 ,94.40 ,362.10 ,23.30 ,0.9625,0.03,0.0075,0,0
100080200,1601.36 ,17.69 ,-23.22 ,94.10 ,353.65 ,23.00 ,0.9475,0.0325,0.02,0,0
100080201,1600.82 ,18.37 ,-22.54 ,93.90 ,343.50 ,22.80 ,0.675,0.0475,0.2275,0.05,0
100080202,1595.96 ,17.75 ,-23.05 ,94.00 ,357.90 ,22.75 ,0.8775,0.0625,0.0425,0.0175,0
100080203,1598.69 ,18.23 ,-22.65 ,93.72 ,352.68 ,22.40 ,0.54,0.0675,0.3825,0.01,0
100080204,1600.69 ,18.32 ,-22.65 ,93.15 ,354.60 ,22.60 ,0.5275,0.07,0.3975,0.005,0
100080205,1606.20 ,18.98 ,-22.13 ,92.55 ,345.15 ,23.05 ,0.1025,0,0.8975,0,0
100080206,1610.30 ,19.15 ,-22.09 ,91.25 ,344.55 ,24.85 ,0.065,0.0025,0.8975,0.035,0
100080207,1615.16 ,19.35 ,-22.01 ,90.32 ,342.56 ,25.24 ,0.0175,0,0.9625,0.02,0
100080208,1620.51 ,19.66 ,-21.87 ,89.90 ,339.45 ,25.20 ,0.015,0.0025,0.9675,0.015,0
100080209,1624.63 ,19.93 ,-21.72 ,89.81 ,337.19 ,25.06 ,0.00295,0.00885,0.988201,0,0
100090188,1572.89 ,17.99 ,-22.36 ,99.36 ,312.00 ,20.55 ,0.927536,0.047101,0.025362,0,0
100090189,1570.50 ,17.06 ,-23.20 ,98.85 ,331.40 ,22.00 ,1,0,0,0,0
100090190,1579.74 ,17.36 ,-23.14 ,98.31 ,330.63 ,22.13 ,1,0,0,0,0
100090191,1584.94 ,17.16 ,-23.45 ,97.75 ,336.75 ,22.50 ,0.99,0.01,0,0,0
100090192,1583.55 ,15.99 ,-24.55 ,97.25 ,359.81 ,23.31 ,0.7475,0.205,0.0425,0,0
100090193,1595.64 ,16.78 ,-24.05 ,96.88 ,349.44 ,22.94 ,0.9225,0.015,0.0625,0,0
100090194,1608.53 ,17.59 ,-23.55 ,96.75 ,339.65 ,22.10 ,0.885,0.03,0.085,0,0
100090195,1610.59 ,17.43 ,-23.75 ,96.19 ,346.88 ,22.63 ,0.985,0.0075,0.0075,0,0
100090196,1609.43 ,17.22 ,-23.92 ,95.81 ,353.69 ,23.81 ,0.9475,0.03,0.0225,0,0
100090197,1608.84 ,17.41 ,-23.71 ,95.69 ,353.88 ,23.00 ,0.925,0.0575,0.0175,0,0
100090198,1603.43 ,17.26 ,-23.71 ,95.35 ,359.30 ,23.55 ,0.975,0.0225,0.0025,0,0
100090199,1599.97 ,17.25 ,-23.63 ,95.13 ,361.88 ,23.19 ,0.865,0.115,0.02,0,0
100090200,1595.84 ,17.11 ,-23.66 ,94.94 ,367.06 ,23.38 ,0.9575,0.0275,0.015,0,0
100090201,1594.29 ,17.31 ,-23.43 ,94.94 ,365.50 ,22.81 ,0.96,0.035,0.005,0,0
100090202,1593.34 ,17.55 ,-23.19 ,94.69 ,364.06 ,22.38 ,0.9025,0.085,0.0125,0,0
100090203,1595.67 ,18.15 ,-22.67 ,94.10 ,356.00 ,22.10 ,0.5675,0.0325,0.4,0,0
100090204,1599.81 ,18.73 ,-22.21 ,93.88 ,348.06 ,22.00 ,0.2425,0.01,0.6325,0.115,0
100090205,1603.74 ,19.19 ,-21.86 ,92.94 ,341.75 ,22.13 ,0.075,0.005,0.915,0.005,0
100090206,1607.33 ,19.38 ,-21.79 ,92.00 ,340.19 ,23.63 ,0.0275,0,0.9475,0.025,0
100090207,1612.06 ,19.60 ,-21.71 ,90.85 ,337.35 ,25.00 ,0.04,0.01,0.8975,0.0525,0
100090208,1617.43 ,19.83 ,-21.64 ,90.06 ,334.81 ,25.00 ,0,0.015,0.985,0,0
100090209,1621.29 ,19.73 ,-21.84 ,90.00 ,338.31 ,25.00 ,0.0075,0,0.9925,0,0
100100190,1582.25 ,17.91 ,-22.63 ,99.42 ,323.58 ,20.83 ,1,0,0,0,0
100100191,1577.12 ,16.33 ,-24.03 ,98.44 ,353.19 ,22.88 ,0.95,0.04,0.005,0,0
100100192,1581.33 ,16.14 ,-24.34 ,98.00 ,359.69 ,23.06 ,0.9525,0.0275,0.0075,0,0
100100193,1591.78 ,16.82 ,-23.92 ,97.69 ,351.25 ,23.00 ,0.9125,0.01,0.0775,0,0
100100194,1599.40 ,17.02 ,-23.90 ,97.25 ,351.85 ,22.95 ,0.895,0.0075,0.0975,0,0
100100195,1600.61 ,16.79 ,-24.15 ,96.88 ,360.13 ,23.81 ,0.9375,0.0375,0.0225,0,0.0025
100100196,1602.71 ,17.06 ,-23.90 ,96.56 ,358.31 ,23.69 ,0.93,0.035,0.0325,0,0.0025
100100197,1600.37 ,16.84 ,-24.06 ,96.50 ,365.50 ,23.81 ,0.99,0.0075,0.0025,0,0
100100198,1596.58 ,16.80 ,-23.99 ,96.25 ,369.80 ,23.30 ,0.955,0.0325,0.0125,0,0
100100199,1590.69 ,16.14 ,-24.50 ,96.19 ,384.69 ,23.63 ,0.9275,0.0725,0,0,0
100100200,1591.93 ,16.96 ,-23.73 ,96.00 ,372.38 ,22.44 ,0.915,0.0675,0.0175,0,0
100100201,1592.95 ,17.49 ,-23.23 ,95.81 ,365.63 ,22.06 ,0.9925,0.0025,0.005,0,0
100100202,1593.58 ,18.08 ,-22.69 ,95.19 ,357.25 ,22.00 ,0.77,0.0225,0.2075,0,0
100100203,1593.80 ,18.31 ,-22.44 ,94.90 ,354.95 ,22.00 ,0.8275,0.0375,0.135,0,0
100100204,1596.59 ,18.79 ,-22.06 ,94.56 ,348.19 ,22.00 ,0.3825,0.02,0.5475,0.05,0
100100205,1596.98 ,18.28 ,-22.59 ,93.75 ,359.13 ,22.63 ,0.6875,0.085,0.2275,0,0
100100206,1602.84 ,18.99 ,-22.07 ,92.75 ,347.06 ,22.63 ,0.235,0.0125,0.7525,0,0
100100207,1607.30 ,19.29 ,-21.90 ,91.50 ,342.50 ,24.40 ,0.055,0.0075,0.9375,0,0
100100208,1613.18 ,19.71 ,-21.64 ,90.50 ,335.13 ,24.81 ,0.025,0,0.955,0.02,0
100100209,1618.49 ,19.93 ,-21.58 ,90.00 ,331.38 ,24.75 ,0.0025,0.005,0.99,0.0025,0
100100210,1622.10 ,20.08 ,-21.55 ,90.00 ,330.88 ,23.88 ,0,0.002646,0.997354,0,0
100110190,1576.54 ,17.26 ,-23.10 ,99.73 ,336.36 ,21.73 ,0.986667,0.004444,0.008889,0,0
100110191,1575.99 ,16.54 ,-23.83 ,99.44 ,352.19 ,22.75 ,0.98,0.005,0.015,0,0
100110192,1582.67 ,16.79 ,-23.71 ,99.00 ,350.25 ,22.88 ,0.9975,0,0.0025,0,0
100110193,1586.32 ,16.56 ,-24.04 ,98.50 ,357.69 ,23.19 ,0.9925,0.005,0.0025,0,0
100110194,1590.07 ,16.44 ,-24.25 ,98.00 ,363.75 ,23.75 ,0.97,0.025,0.005,0,0
100110195,1596.28 ,16.96 ,-23.87 ,98.00 ,358.94 ,23.31 ,0.95,0.0325,0.0175,0,0
100110196,1594.83 ,16.64 ,-24.10 ,97.69 ,367.56 ,23.00 ,0.985,0.015,0,0,0
100110197,1590.00 ,16.04 ,-24.59 ,97.63 ,381.63 ,23.13 ,0.9275,0.0675,0.005,0,0
100110198,1590.29 ,16.54 ,-24.11 ,97.55 ,376.80 ,22.60 ,0.89,0.0875,0.0225,0,0
100110199,1590.99 ,16.94 ,-23.73 ,97.38 ,373.19 ,22.31 ,0.92,0.0675,0.0125,0,0
100110200,1591.03 ,17.45 ,-23.20 ,97.13 ,366.19 ,22.06 ,0.88,0.065,0.025,0.03,0
100110201,1591.55 ,17.96 ,-22.72 ,96.69 ,359.44 ,21.88 ,0.9025,0.0425,0.0275,0.0275,0
100110202,1588.89 ,17.66 ,-22.98 ,96.25 ,367.44 ,22.06 ,0.935,0.03,0.035,0,0
100110203,1588.07 ,17.68 ,-22.96 ,95.70 ,368.65 ,22.00 ,0.965,0.0125,0.0225,0,0
100110204,1592.12 ,18.50 ,-22.25 ,95.06 ,355.56 ,22.00 ,0.4275,0.025,0.475,0.0725,0
100110205,1593.14 ,18.21 ,-22.56 ,94.38 ,361.56 ,22.06 ,0.81,0.0275,0.1625,0,0
100110206,1598.78 ,18.81 ,-22.16 ,93.69 ,351.38 ,22.19 ,0.37,0.005,0.625,0,0
100110207,1604.02 ,19.33 ,-21.81 ,92.40 ,341.70 ,22.25 ,0.065,0.0025,0.9325,0,0
100110208,1608.89 ,19.68 ,-21.58 ,91.56 ,334.81 ,22.44 ,0.085,0.0025,0.91,0.0025,0
100110209,1614.23 ,19.91 ,-21.51 ,91.38 ,330.38 ,22.06 ,0.0425,0,0.9575,0,0
100110210,1619.69 ,20.13 ,-21.44 ,90.94 ,326.56 ,21.94 ,0.01,0,0.99,0,0
100120191,1580.76 ,17.65 ,-22.85 ,100.25 ,335.20 ,21.55 ,0.915,0,0.085,0,0
100120192,1579.84 ,16.88 ,-23.56 ,99.70 ,351.05 ,22.85 ,0.99,0.005,0.005,0,0
100120193,1579.87 ,16.27 ,-24.15 ,99.55 ,364.75 ,23.40 ,0.97,0.0225,0.0075,0,0
100120194,1588.56 ,17.06 ,-23.57 ,99.48 ,354.88 ,22.64 ,0.9925,0.0075,0,0,0
100120195,1591.25 ,17.13 ,-23.56 ,99.40 ,357.50 ,22.35 ,0.95,0.0025,0.035,0.0125,0
100120196,1586.54 ,16.37 ,-24.21 ,99.10 ,375.10 ,22.85 ,0.9525,0.0275,0.02,0,0
100120197,1583.60 ,15.86 ,-24.61 ,99.05 ,387.70 ,23.00 ,0.9125,0.07,0.0175,0,0
100120198,1583.07 ,16.12 ,-24.34 ,98.64 ,386.60 ,22.84 ,0.8525,0.1375,0.0075,0,0
100120199,1584.98 ,16.86 ,-23.66 ,98.40 ,377.00 ,22.20 ,0.97,0.0225,0.005,0,0
100120200,1586.93 ,17.56 ,-23.02 ,98.15 ,367.95 ,21.85 ,0.875,0.0875,0.0175,0.02,0
100120201,1582.96 ,17.11 ,-23.36 ,97.75 ,377.75 ,22.10 ,0.92,0.05,0.03,0,0
100120202,1580.80 ,16.84 ,-23.59 ,97.30 ,385.20 ,22.20 ,0.8625,0.0975,0.04,0,0
100120203,1582.75 ,17.26 ,-23.22 ,96.68 ,379.00 ,22.20 ,0.975,0.015,0.01,0,0
100120204,1587.28 ,18.26 ,-22.38 ,95.95 ,361.90 ,22.05 ,0.5,0.04,0.4125,0.0475,0
100120205,1585.57 ,17.48 ,-23.12 ,95.30 ,376.95 ,22.75 ,0.9675,0.0125,0.02,0,0
100120206,1592.50 ,18.54 ,-22.27 ,94.50 ,357.45 ,22.10 ,0.3575,0,0.6425,0,0
100120207,1597.71 ,18.94 ,-22.00 ,93.60 ,349.20 ,22.12 ,0.185,0.0025,0.8125,0,0
100120208,1602.05 ,19.32 ,-21.77 ,92.85 ,341.00 ,21.70 ,0.125,0.0075,0.8425,0.025,0
100120209,1608.01 ,19.84 ,-21.42 ,92.70 ,331.00 ,20.20 ,0.0525,0.0025,0.94,0.005,0
100120210,1614.03 ,20.04 ,-21.40 ,92.05 ,326.40 ,20.05 ,0.025,0,0.9725,0.0025,0
100120211,1616.43 ,20.35 ,-21.15 ,91.35 ,322.00 ,20.10 ,0.05,0,0.935,0.015,0
100130191,1577.74 ,17.52 ,-22.91 ,101.00 ,339.31 ,21.75 ,1,0,0,0,0
100130192,1577.00 ,16.96 ,-23.41 ,100.69 ,351.00 ,22.56 ,0.935,0.03,0.035,0,0
100130193,1581.16 ,17.18 ,-23.30 ,100.63 ,350.75 ,22.25 ,0.985,0.0075,0.0075,0,0
100130194,1578.89 ,16.32 ,-24.04 ,100.05 ,369.25 ,22.95 ,0.9325,0.0525,0.01,0,0
100130195,1581.78 ,16.52 ,-23.93 ,100.06 ,370.25 ,22.75 ,0.93,0.0525,0.0175,0,0
100130196,1579.44 ,16.16 ,-24.21 ,100.13 ,380.38 ,22.94 ,0.8825,0.05,0.0625,0,0
100130197,1577.31 ,15.74 ,-24.56 ,99.81 ,392.06 ,23.00 ,0.8375,0.1275,0.0275,0,0
100130198,1575.38 ,15.78 ,-24.49 ,99.55 ,395.50 ,22.95 ,0.87,0.07,0.045,0,0
100130199,1575.19 ,16.18 ,-24.07 ,99.25 ,392.13 ,22.75 ,0.9475,0.04,0.0125,0,0
100130200,1578.51 ,16.89 ,-23.46 ,99.06 ,382.69 ,22.25 ,0.865,0.0825,0.0425,0.01,0
100130201,1576.36 ,16.71 ,-23.61 ,98.75 ,388.44 ,22.25 ,0.8225,0.1175,0.03,0.03,0
100130202,1575.12 ,16.61 ,-23.68 ,98.13 ,392.50 ,22.44 ,0.8025,0.165,0.0325,0,0
100130203,1580.17 ,17.63 ,-22.82 ,97.60 ,375.55 ,22.00 ,0.6925,0.0875,0.1575,0.0625,0
100130204,1582.71 ,18.19 ,-22.32 ,96.88 ,365.31 ,22.00 ,0.51,0.0175,0.425,0.0475,0
100130205,1581.88 ,17.72 ,-22.79 ,96.25 ,374.13 ,22.06 ,0.865,0.0825,0.0525,0,0
100130206,1584.22 ,17.95 ,-22.65 ,95.38 ,369.81 ,22.25 ,0.2775,0.1625,0.56,0,0
100130207,1590.68 ,18.74 ,-22.05 ,94.25 ,353.85 ,22.00 ,0.1225,0.0125,0.865,0,0
100130208,1595.46 ,19.33 ,-21.61 ,93.38 ,341.69 ,21.06 ,0.0525,0.0025,0.94,0.005,0
100130209,1599.04 ,19.39 ,-21.64 ,93.00 ,339.38 ,20.38 ,0.075,0,0.9175,0.0075,0
100130210,1604.13 ,19.83 ,-21.36 ,92.31 ,331.00 ,20.00 ,0.0175,0,0.98,0.0025,0
100130211,1605.01 ,20.07 ,-21.17 ,91.88 ,328.94 ,20.00 ,0.01,0.0025,0.9875,0,0
100130212,1599.88 ,20.43 ,-20.68 ,90.38 ,330.00 ,21.44 ,0.036789,0.003344,0.959866,0,0
100140190,1571.98 ,17.39 ,-22.92 ,101.53 ,340.93 ,22.00 ,0.904762,0.002801,0.092437,0,0
100140191,1574.99 ,17.48 ,-22.89 ,101.69 ,342.25 ,21.88 ,0.9975,0.0025,0,0,0
100140192,1576.45 ,17.25 ,-23.12 ,101.81 ,348.13 ,22.31 ,0.9575,0.0275,0.015,0,0
100140193,1572.55 ,16.36 ,-23.88 ,101.06 ,365.94 ,22.88 ,0.95,0.04,0.0075,0,0
100140194,1574.88 ,16.35 ,-23.92 ,101.10 ,370.25 ,22.85 ,0.9425,0.05,0.0075,0,0
100140195,1574.80 ,16.21 ,-24.04 ,100.94 ,376.56 ,22.88 ,0.94,0.025,0.0325,0.0025,0
100140196,1572.31 ,15.88 ,-24.31 ,100.88 ,386.31 ,22.94 ,0.9525,0.0375,0.0025,0,0
100140197,1570.51 ,15.51 ,-24.62 ,100.63 ,397.81 ,23.19 ,0.92,0.0575,0.0175,0,0
100140198,1570.42 ,15.82 ,-24.32 ,100.40 ,397.15 ,22.95 ,0.945,0.055,0,0,0
100140199,1571.50 ,16.45 ,-23.72 ,100.38 ,389.69 ,22.50 ,0.9975,0.0025,0,0,0
100140200,1572.93 ,16.81 ,-23.41 ,100.00 ,386.38 ,22.25 ,0.9175,0.0675,0.01,0.005,0
100140201,1569.71 ,16.39 ,-23.76 ,99.31 ,397.19 ,22.63 ,0.8475,0.1125,0.025,0,0
100140202,1572.18 ,16.98 ,-23.23 ,98.94 ,388.19 ,22.06 ,0.8425,0.11,0.0475,0,0
100140203,1575.53 ,17.60 ,-22.75 ,98.35 ,378.95 ,22.05 ,0.785,0.0675,0.0775,0.07,0
100140204,1575.29 ,17.59 ,-22.75 ,97.63 ,378.94 ,22.00 ,0.95,0.03,0.02,0,0
100140205,1577.23 ,17.88 ,-22.53 ,96.88 ,373.31 ,22.00 ,0.4775,0.175,0.3475,0,0
100140206,1581.11 ,18.36 ,-22.16 ,95.94 ,363.94 ,22.00 ,0.0825,0.1,0.815,0,0.0025
100140207,1585.54 ,19.03 ,-21.64 ,94.85 ,350.10 ,21.80 ,0.04,0.015,0.945,0,0
100140208,1588.69 ,19.36 ,-21.43 ,94.31 ,342.81 ,20.44 ,0.0275,0.0025,0.97,0,0
100140209,1590.93 ,19.37 ,-21.46 ,93.44 ,341.19 ,20.19 ,0.0025,0,0.9975,0,0
100140210,1594.29 ,19.74 ,-21.19 ,93.06 ,334.56 ,20.00 ,0,0,1,0,0
100140211,1593.83 ,20.00 ,-20.93 ,92.25 ,331.75 ,20.00 ,0.0025,0,0.9975,0,0
100140212,1590.15 ,20.54 ,-20.30 ,91.11 ,329.50 ,20.39 ,0,0,0.997275,0,0
100150189,1570.10 ,17.48 ,-22.81 ,102.35 ,339.06 ,21.65 ,0.883721,0.049419,0.06686,0,0
100150190,1565.94 ,16.65 ,-23.51 ,101.94 ,355.38 ,22.88 ,0.9425,0.04,0.0175,0,0
100150191,1572.55 ,17.47 ,-22.84 ,102.25 ,343.63 ,21.88 ,0.9225,0.0275,0.05,0,0
100150192,1573.36 ,17.20 ,-23.09 ,102.19 ,350.13 ,22.19 ,0.8675,0.0675,0.065,0,0
100150193,1567.89 ,16.03 ,-24.08 ,101.81 ,372.44 ,23.19 ,0.9575,0.0375,0,0,0
100150194,1572.95 ,16.59 ,-23.63 ,102.15 ,366.45 ,22.60 ,0.895,0.0775,0.0275,0,0
100150195,1571.21 ,16.25 ,-23.93 ,101.69 ,377.06 ,22.69 ,0.9925,0.0075,0,0,0
100150196,1567.78 ,15.79 ,-24.27 ,101.56 ,389.25 ,23.06 ,0.9125,0.075,0.0125,0,0
100150197,1566.06 ,15.62 ,-24.39 ,101.19 ,397.75 ,23.31 ,0.945,0.045,0.0075,0,0
100150198,1566.97 ,16.04 ,-24.01 ,101.15 ,394.95 ,22.95 ,0.935,0.055,0.01,0,0
100150199,1565.51 ,16.21 ,-23.81 ,101.00 ,396.88 ,22.69 ,0.9825,0.015,0.0025,0,0
100150200,1566.17 ,16.58 ,-23.46 ,100.81 ,393.25 ,22.31 ,0.8775,0.07,0.0525,0,0
100150201,1564.00 ,16.34 ,-23.66 ,100.38 ,400.69 ,22.50 ,0.955,0.0375,0.0075,0,0
100150202,1566.94 ,17.04 ,-23.04 ,99.88 ,389.69 ,22.06 ,0.9825,0.0125,0.005,0,0
100150203,1569.77 ,17.48 ,-22.71 ,99.15 ,383.75 ,22.05 ,0.7625,0.05,0.185,0.0025,0
100150204,1569.88 ,17.48 ,-22.73 ,98.44 ,383.75 ,22.00 ,0.93,0.015,0.055,0,0
100150205,1573.41 ,18.21 ,-22.13 ,97.50 ,369.75 ,22.00 ,0.2275,0.0875,0.685,0,0
100150206,1577.52 ,18.81 ,-21.66 ,96.69 ,358.19 ,22.00 ,0.0325,0.015,0.9525,0,0
100150207,1580.92 ,19.29 ,-21.28 ,96.00 ,348.00 ,20.95 ,0.0225,0.0025,0.975,0,0
100150208,1581.94 ,19.45 ,-21.16 ,95.19 ,343.13 ,20.19 ,0.0175,0.005,0.9775,0,0
100150209,1583.55 ,19.63 ,-21.02 ,94.25 ,338.50 ,20.00 ,0.015,0,0.98,0.005,0
100150210,1583.88 ,19.62 ,-21.06 ,93.31 ,338.38 ,20.00 ,0,0.015,0.985,0,0
100150211,1582.73 ,19.91 ,-20.74 ,92.69 ,335.81 ,20.00 ,0,0.0025,0.9975,0,0
100150212,1578.93 ,20.42 ,-20.15 ,91.75 ,334.15 ,20.65 ,0,0,0.9925,0,0
100150213,1573.34 ,21.00 ,-19.46 ,90.71 ,331.86 ,22.14 ,0,0,1,0,0
100160189,1569.47 ,17.65 ,-22.64 ,103.15 ,338.15 ,21.20 ,0.4025,0.1025,0.495,0,0
100160190,1564.36 ,16.86 ,-23.24 ,102.63 ,352.75 ,22.50 ,0.81,0.0575,0.1325,0,0
100160191,1564.60 ,16.68 ,-23.41 ,102.81 ,357.75 ,22.63 ,0.95,0.04,0.0075,0.0025,0
100160192,1568.38 ,16.96 ,-23.20 ,102.94 ,355.06 ,22.44 ,0.9575,0.035,0.005,0.0025,0
100160193,1564.43 ,16.13 ,-23.90 ,102.56 ,371.38 ,22.88 ,0.9025,0.075,0.02,0.0025,0
